lng,lat
-61.00014,14.61595
-61.04824,14.60989
-61.01104,14.63211
-61.00472,14.61577
-61.07185,14.61034
-61.05288,14.61431
14.614,-61.0221
61.031,14.386
-60.98192,14.59348
-61.0048,14.60799
-61.0701,14.6197
-61.0717,14.6167
-61.07248,14.60579
-61.04531,14.61083
-61.06059,14.62003
-61.07268,14.6285
-60.968645,14.546073
-61.008627,14.771682
-60.9843,14.5949
-61.03,14.618
-61.07607,14.60224
-61.06888,14.60763
-60.98897,14.62356
-61.02332,14.63859
-61.07171,14.60465
-61.04577,14.61498
-61.0469,14.6081
-61.07134,14.61712
-61.04731,14.6144
-61.058055,14.834292
-61.05969,14.63182
-61.06393,14.61368
-61.05032,14.61601
-61.07353,14.60409
-61.0466,14.61455
-61.035393,14.805327
-61.086797,14.820737
-61.00082,14.61599
-61.0156,14.6165
-60.9958,14.60978
-60.99062,14.61555
-61.06011,14.60948
-61.04614,14.61034
-61.07088,14.60771
-61.03863,14.61539
-61.124285,14.803861
-61.07519,14.63201
-61.029663,14.478934
-60.99041,14.492062
-61.178417,14.698775
-61.17898,14.731966
-60.96245,14.666098
-60.982363,14.524178
-61.00577,14.61881
-61.051,14.6144
-61.02917,14.61812
-61.05803,14.60482
-61.08375,14.60402
-61.072421,14.606725
-61.06777,14.60731
-61.129811,14.868753
-61.03955,14.61796
-61.0262,14.61824
-60.9924,14.61497
-61.04039,14.61778
-61.0782444,14.6019819
-60.99229,14.6149
-61.0017,14.62025
-61.07387,14.60353
-61.09012,14.60119
-60.99805,14.60527
-61.000637,14.618658
-60.97241,14.657197
-60.98383,14.59415
-61.001616,14.616063
-61.033476,14.618069
-60.98792,14.64828
-61.03365,14.61819
-61.02323,14.64452
-61.01769,14.62027
-60.94855,14.60772
-61.05181,14.61405
-61.0513,14.614
-61.057,14.607
-61.05672,14.61821
-61.0592,14.6419
-61.06675,14.60721
-61.06511,14.61103
-61.0377,14.6183
-61.05369,14.63403
-61.04425,14.646
-61.122,14.389
-61.005266,14.619106
-61.01533,14.61638
-61.030026,14.61782
-61.07169,14.61611
-61.07529,14.64439
-61.06075,14.61611
-61.05509,14.63481
-60.940596,14.701935
-60.963148,14.739639
-60.976514,14.597994
-60.988779,14.6233
-60.9779,14.6324
-61.0726,14.60349
-60.857308,14.564762
-61.08226,14.63869
-61.07799,14.62032
-61.04683,14.61003
-61.04,14.6273
-60.978951,14.564721
-61.05956,14.62898
-61.04608,14.61637
-61.0611,14.60335
-61.05519,14.59664
-61.08477,14.60482
-61.072644,14.613294
-61.0682,14.6337
-61.123466,14.630615
-60.9978,14.59666
-61.006898,14.618108
-60.986841,14.595804
-61.05911,14.59596
-61.024388,14.533141
-61.03941,14.61511
-61.027355,14.534049
-60.862241,14.572681
-61.138184,14.643693
-60.943246,14.673073
-60.955799,14.670094
-61.066306,14.836672
-60.975024,14.575552
-60.903904,14.474864
-60.950756,14.49549
-61.152057,14.763415
-61.228548,14.8161
-61.153971,14.662318
-61.137267,14.642982
-60.874218,14.554081
-61.094797,14.621431
-61.044011,14.490878
-60.0112,14.6521
-61.000887,14.610005
-60.996,14.597
-61.00845,14.62715
-61.03954,14.61872
-61.079,14.62735
-61.07188,14.61558
-61.04858,14.6144
-60.896796,14.491091
-60.99017,14.6224
-61.0029,14.61635
-61.07339,14.61018
-61.05149,14.60697
-61.05032,14.61614
-60.944509,14.466523
-61.017468,14.617354
-61.07317,14.60336
-60.98294,14.59423
-61.02054,14.62073
-60.96791,14.6594
-60.9846,14.5949
-61.07085,14.64129
-60.97515,14.648814
-61.033634,14.536212
-60.966411,14.522417
-60.986,14.65793
-61.0432,14.62078
-61.07255,14.60478
-60.98275,14.6251
-61.05896,14.62729
-61.06335,14.60322
-61.06065,14.61616
-60.982881,14.589987
-61.02581,14.61845
-61.0533,14.6116
-61.07084,14.61339
-61.06118,14.62367
-61.03553,14.61824
-61.058989,14.538385
-61.183265,14.707099
-61.031544,14.711467
-60.945595,14.508078
-61.02819,14.753832
-60.992397,14.781694
-60.9907,14.62219
-61.08558,14.60543
-61.04302,14.61643
-61.0675,14.6064
-61.04925,14.61656
-61.163745,14.693882
-60.9924,14.5963
-61.016865,14.528816
-60.99178,14.620995
-60.862114,14.57253
-61.013182,14.614932
-61.04308,14.62128
-61.0366,14.618
-61.04835,14.61033
-61.07078,14.61121
-60.98882,14.649082
-61.00032,14.60093
-61.07897,14.61
-61.04529,14.61138
-61.033994,14.51835
-61.017553,14.664163
-60.919948,14.633609
-61.111115,14.628101
-60.94713,14.674329
-61.0725,14.6058
-60.943222,14.672949
-60.955424,14.519311
-60.908852,14.615203
-61.102631,14.621484
-61.05224,14.611403
-61.03827,14.61852
-61.01151,14.633
-61.022015,14.645476
-61.07973,14.63182
-61.0412,14.63926
-61.05315,14.61247
-61.03412,14.61803
-1.407665,14.0
-61.059,14.60494
-61.0726,14.6043
-61.0726,14.6051
